2,TP-LINK_E630,c0:25:e9:7a:e6:30,-54,2412
2,TP-LINK_E630,c0:25:e9:7a:e6:30,-54,2412
2,TP-LINK_E630,c0:25:e9:7a:e6:30,-54,2412
2,TP-LINK_E630,c0:25:e9:7a:e6:30,-54,2412
2,TP-LINK_E630,c0:25:e9:7a:e6:30,-54,2412
2,TP-LINK_E630,c0:25:e9:7a:e6:30,-57,2412
2,TP-LINK_E630,c0:25:e9:7a:e6:30,-57,2412
2,TP-LINK_E630,c0:25:e9:7a:e6:30,-57,2412
2,TP-LINK_E630,c0:25:e9:7a:e6:30,-57,2412
2,TP-LINK_E630,c0:25:e9:7a:e6:30,-57,2412
2,TP-LINK_E630,c0:25:e9:7a:e6:30,-57,2412
2,TP-LINK_E630,c0:25:e9:7a:e6:30,-57,2412
2,TP-LINK_E630,c0:25:e9:7a:e6:30,-57,2412
2,TP-LINK_E630,c0:25:e9:7a:e6:30,-57,2412
2,TP-LINK_E630,c0:25:e9:7a:e6:30,-57,2412
2,TP-LINK_E630,c0:25:e9:7a:e6:30,-57,2412
2,TP-LINK_E630,c0:25:e9:7a:e6:30,-57,2412
2,TP-LINK_E630,c0:25:e9:7a:e6:30,-57,2412
2,TP-LINK_E630,c0:25:e9:7a:e6:30,-57,2412
2,TP-LINK_E630,c0:25:e9:7a:e6:30,-57,2412
2,TP-LINK_E630,c0:25:e9:7a:e6:30,-57,2412
2,TP-LINK_E630,c0:25:e9:7a:e6:30,-57,2412
2,TP-LINK_E630,c0:25:e9:7a:e6:30,-57,2412
2,TP-LINK_E630,c0:25:e9:7a:e6:30,-57,2412
2,TP-LINK_E630,c0:25:e9:7a:e6:30,-57,2412
2,TP-LINK_E630,c0:25:e9:7a:e6:30,-57,2412
2,TP-LINK_E630,c0:25:e9:7a:e6:30,-57,2412
2,TP-LINK_E630,c0:25:e9:7a:e6:30,-57,2412
2,TP-LINK_E630,c0:25:e9:7a:e6:30,-57,2412
2,TP-LINK_E630,c0:25:e9:7a:e6:30,-57,2412
2,TP-LINK_E630,c0:25:e9:7a:e6:30,-57,2412
2,TP-LINK_E630,c0:25:e9:7a:e6:30,-57,2412
2,TP-LINK_E630,c0:25:e9:7a:e6:30,-57,2412
2,TP-LINK_E630,c0:25:e9:7a:e6:30,-57,2412
2,TP-LINK_E630,c0:25:e9:7a:e6:30,-57,2412
2,TP-LINK_E630,c0:25:e9:7a:e6:30,-57,2412
