tp3,TP-LINK_E630,c0:25:e9:7a:e6:2f,-54,2442
tp3,TP-LINK_E630,c0:25:e9:7a:e6:2f,-54,2442
tp3,TP-LINK_E630,c0:25:e9:7a:e6:2f,-54,2442
tp3,TP-LINK_E630,c0:25:e9:7a:e6:2f,-54,2442
tp3,TP-LINK_E630,c0:25:e9:7a:e6:2f,-54,2442
tp3,TP-LINK_E630,c0:25:e9:7a:e6:2f,-62,2442
tp3,TP-LINK_E630,c0:25:e9:7a:e6:2f,-62,2442
tp3,TP-LINK_E630,c0:25:e9:7a:e6:2f,-62,2442
tp3,TP-LINK_E630,c0:25:e9:7a:e6:2f,-62,2442
tp3,TP-LINK_E630,c0:25:e9:7a:e6:2f,-62,2442
tp3,TP-LINK_E630,c0:25:e9:7a:e6:2f,-62,2442
tp3,TP-LINK_E630,c0:25:e9:7a:e6:2f,-62,2442
tp3,TP-LINK_E630,c0:25:e9:7a:e6:2f,-62,2442
tp3,TP-LINK_E630,c0:25:e9:7a:e6:2f,-62,2442
tp3,TP-LINK_E630,c0:25:e9:7a:e6:2f,-62,2442
tp3,TP-LINK_E630,c0:25:e9:7a:e6:2f,-62,2442
tp3,TP-LINK_E630,c0:25:e9:7a:e6:2f,-62,2442
tp3,TP-LINK_E630,c0:25:e9:7a:e6:2f,-62,2442
tp3,TP-LINK_E630,c0:25:e9:7a:e6:2f,-62,2442
tp3,TP-LINK_E630,c0:25:e9:7a:e6:2f,-62,2442
tp3,TP-LINK_E630,c0:25:e9:7a:e6:2f,-62,2442
tp3,TP-LINK_E630,c0:25:e9:7a:e6:2f,-62,2442
tp3,TP-LINK_E630,c0:25:e9:7a:e6:2f,-62,2442
tp3,TP-LINK_E630,c0:25:e9:7a:e6:2f,-62,2442
tp3,TP-LINK_E630,c0:25:e9:7a:e6:2f,-62,2442
tp3,TP-LINK_E630,c0:25:e9:7a:e6:2f,-62,2442
tp3,TP-LINK_E630,c0:25:e9:7a:e6:2f,-62,2442
tp3,TP-LINK_E630,c0:25:e9:7a:e6:2f,-62,2442
tp3,TP-LINK_E630,c0:25:e9:7a:e6:2f,-63,2442
tp3,TP-LINK_E630,c0:25:e9:7a:e6:2f,-63,2442
tp3,TP-LINK_E630,c0:25:e9:7a:e6:2f,-63,2442
tp3,TP-LINK_E630,c0:25:e9:7a:e6:2f,-63,2442
tp3,TP-LINK_E630,c0:25:e9:7a:e6:2f,-63,2442
tp3,TP-LINK_E630,c0:25:e9:7a:e6:2f,-63,2442
tp3,TP-LINK_E630,c0:25:e9:7a:e6:2f,-63,2442
tp3,TP-LINK_E630,c0:25:e9:7a:e6:2f,-63,2442
tp3,TP-LINK_E630,c0:25:e9:7a:e6:2f,-63,2442
tp3,TP-LINK_E630,c0:25:e9:7a:e6:2f,-63,2442
tp3,TP-LINK_E630,c0:25:e9:7a:e6:2f,-63,2442
tp3,TP-LINK_E630,c0:25:e9:7a:e6:2f,-63,2442
