hp3,Ephemeral blessing,ce:73:14:c4:7a:28,-68,2472,,,,,,,,,,,,,,,,
hp3,Ephemeral blessing,ce:73:14:c4:7a:28,-68,2472,,,,,,,,,,,,,,,,
hp3,Ephemeral blessing,ce:73:14:c4:7a:28,-68,2472,,,,,,,,,,,,,,,,
hp3,Ephemeral blessing,ce:73:14:c4:7a:28,-68,2472,,,,,,,,,,,,,,,,
hp3,Ephemeral blessing,ce:73:14:c4:7a:28,-68,2472,,,,,,,,,,,,,,,,
hp3,Ephemeral blessing,ce:73:14:c4:7a:28,-68,2472,,,,,,,,,,,,,,,,
hp3,Ephemeral blessing,ce:73:14:c4:7a:28,-67,2472,,,,,,,,,,,,,,,,
hp3,Ephemeral blessing,ce:73:14:c4:7a:28,-67,2472,,,,,,,,,,,,,,,,
hp3,Ephemeral blessing,ce:73:14:c4:7a:28,-67,2472,,,,,,,,,,,,,,,,
hp3,Ephemeral blessing,ce:73:14:c4:7a:28,-67,2472,,,,,,,,,,,,,,,,
hp3,Ephemeral blessing,ce:73:14:c4:7a:28,-67,2472,,,,,,,,,,,,,,,,
hp3,Ephemeral blessing,ce:73:14:c4:7a:28,-67,2472,,,,,,,,,,,,,,,,
hp3,Ephemeral blessing,ce:73:14:c4:7a:28,-67,2472,,,,,,,,,,,,,,,,
hp3,Ephemeral blessing,ce:73:14:c4:7a:28,-67,2472,,,,,,,,,,,,,,,,
hp3,Ephemeral blessing,ce:73:14:c4:7a:28,-67,2472,,,,,,,,,,,,,,,,
hp3,Ephemeral blessing,ce:73:14:c4:7a:28,-67,2472,,,,,,,,,,,,,,,,
hp3,Ephemeral blessing,ce:73:14:c4:7a:28,-67,2472,,,,,,,,,,,,,,,,
hp3,Ephemeral blessing,ce:73:14:c4:7a:28,-67,2472,,,,,,,,,,,,,,,,
hp3,Ephemeral blessing,ce:73:14:c4:7a:28,-67,2472,,,,,,,,,,,,,,,,
hp3,Ephemeral blessing,ce:73:14:c4:7a:28,-67,2472,,,,,,,,,,,,,,,,
hp3,Ephemeral blessing,ce:73:14:c4:7a:28,-67,2472,,,,,,,,,,,,,,,,
hp3,Ephemeral blessing,ce:73:14:c4:7a:28,-67,2472,,,,,,,,,,,,,,,,
hp3,Ephemeral blessing,ce:73:14:c4:7a:28,-67,2472,,,,,,,,,,,,,,,,
hp3,Ephemeral blessing,ce:73:14:c4:7a:28,-67,2472,,,,,,,,,,,,,,,,
hp3,Ephemeral blessing,ce:73:14:c4:7a:28,-67,2472,,,,,,,,,,,,,,,,
hp3,Ephemeral blessing,ce:73:14:c4:7a:28,-67,2472,,,,,,,,,,,,,,,,
hp3,Ephemeral blessing,ce:73:14:c4:7a:28,-67,2472,,,,,,,,,,,,,,,,
hp3,Ephemeral blessing,ce:73:14:c4:7a:28,-67,2472,,,,,,,,,,,,,,,,
hp3,Ephemeral blessing,ce:73:14:c4:7a:28,-67,2472,,,,,,,,,,,,,,,,
